place,avg_car_access,avg_no_car_access,attr_conc,land_area_km2,attr_dens,pci
Augusta-Richmond-County-GA-SC,801636.4105208941,6875.8723516802065,51.196785061196756,9015.018014,129.75499307748802,0.008577295468917565
Augusta-Waterville-ME,229865.07059015965,6514.088848044692,36.640664211319994,2246.754883,189.15289923952065,0.02833875034306128
Austin-MN,89049.84852214801,13330.072960557458,201.69103377945146,1842.187921,38.56262392679102,0.14969225868185584
Austin-Round-Rock-San-Marcos-TX,4182639.283131648,28603.466603309065,44.45547261908616,10928.514508,477.2034109651749,0.0068386166406138
Bainbridge-GA,50930.81642324824,4898.604572487016,56.552264471399745,1546.84284,28.42816274728983,0.09618154423008551
Baker-City-OR,26890.285320956038,8472.310653556584,1324.4549896853132,7945.996788,4.279966492229093,0.3150695707551297
Bakersfield-Delano-CA,1009401.4415979105,14035.879388189915,60.027394058419176,21068.632654,56.09377311800179,0.01390515092386903
Baltimore-Columbia-Towson-MD,4059745.1193758612,85476.1421910739,21.02443219520694,6737.881408,987.6829075825729,0.021054558766047577
Bangor-ME,248830.33838573136,9569.489306918285,95.32753836657761,8798.699728,50.390888847934555,0.03845788808952979
Baraboo-WI,140499.96956688722,7552.51200485015,94.52236783809818,2153.686013,81.52841172767555,0.053754545485895346
Barnstable-Town-MA,341632.33899540076,5129.764469833593,10.856790732206962,1021.007945,582.3877305871504,0.015015453410874702
Barre-VT,134433.3843163373,6860.387959286942,28.563440548364504,1779.477072,104.13609869765155,0.05103187719460856
Bartlesville-OK,121913.83075267816,8299.873966620837,69.08955779681077,1076.201529,78.16695826307453,0.06807983897625584
Batavia-NY,119796.97510880402,8291.096829143533,49.14760980139671,1276.705561,108.7900799078606,0.06920956745037388
Batesville-AR,77144.01204893341,4381.849201788,87.47569650355724,1978.00374,40.213978564064796,0.05680089854554801
Baton-Rouge-LA,1476338.3165087884,10547.380257786223,52.189594535898244,11320.050072,170.31297456614288,0.007144284030186543
Battle-Creek-MI,543749.0467812717,13819.811544325703,3.942447822071853,1829.210175,2008.1930169670088,0.02541578992392212
Bay-City-MI,440471.57505839306,13425.778251245962,2.5492163259381724,1145.834939,2903.714476453052,0.030480464600845386
Bay-City-TX,40218.762335357365,4366.210219733267,82.63287952706368,2830.645444,19.657919404193667,0.10856152616846733
Beatrice-NE,49747.37933714683,6153.464476613203,131.93092912348203,2205.273758,21.051400004914946,0.12369424397032217
Beaumont-Port-Arthur-TX,657959.0510749996,7870.478095845289,62.91141184746164,5441.915487,125.51823004817642,0.01196195733303796
Beaver-Dam-WI,99681.8598688762,5711.033812976861,77.87506908179749,2268.049732,79.16290258841643,0.057292608910881934
Beckley-WV,201643.21230455863,5161.512235370948,39.139782377222446,3281.441361,78.57367285741358,0.025597252574885005
Bedford-IN,84766.91521721646,5242.537588717079,26.729179483878713,1163.282503,66.0428570032399,0.06184650668581014
Beeville-TX,51041.30975169357,6907.131697027792,106.41688243975642,2279.809487,16.472867673438188,0.1353243427848873
Bellefontaine-OH,94308.27788581084,5643.057677981726,66.30760578377843,1187.523861,84.48882864173456,0.059836292258611506
Bellingham-WA,442046.5263071434,15947.159308706043,200.7767126655751,5459.483486,88.31712766169909,0.036075748500793814
Bemidji-MN,77745.26942112921,5972.911825576207,29.004037337322437,6487.154459,15.032230327845813,0.07682669145079739
Bend-OR,334843.40440104273,11811.002728919279,186.83256669835436,20145.567061,24.073186847088277,0.03527321301145658
Bennington-VT,66183.91615230056,5069.4072652630075,15.386149072708411,1746.264292,70.0215314257826,0.07659575860693149
Big-Rapids-MI,133203.37135555074,10314.329568518238,17.11635380917986,1437.843578,839.5390280763907,0.07743294680572983
Big-Spring-TX,83777.8053241679,7920.223013915711,32.245821061500955,2333.039143,24.319009036017704,0.094538439903855
Billings-MT,495595.20345507906,19483.793088586404,83.97698449915417,16777.930243,26.25344089648806,0.03931392586682374
Binghamton-NY,503634.7023628225,17267.96011929733,74.12917908296811,3171.194835,177.7672231860834,0.03428667651034371
Birmingham-AL,1553673.0461860208,9950.354923836861,46.07962423475343,13674.535554,172.5535606443164,0.006404407251746522
Bishop-CA,36144.81940641178,6392.781241403358,28.273626348594405,26410.783053,1.6681671236928926,0.17686576794098835
Bismarck-ND,450498.46126503014,22671.90565712744,408.6640256407233,11087.702752,23.84802387963584,0.0503262665836043
Blackfoot-ID,59564.47053769773,4449.031055716099,372.6722106963194,5422.741967,14.440240836928615,0.07469269877754313
Blacksburg-Christiansburg-Radford-VA,264913.2218068563,6330.430869232861,77.31382188738752,3767.16249,97.47596525893418,0.023896243554986738
Bloomington-IL,562113.3983109894,23631.51484293592,209.86608688028932,3064.597291,104.95594345939138,0.04204047602128455
Bloomington-IN,408480.22997810395,33847.75657489654,104.0839891180965,2019.716019,169.34227227119894,0.08286265549916799
Bloomsburg-Berwick-PA,127519.78983812191,7447.555324943611,58.77662734934395,1251.511998,115.61159639797556,0.058403133618693995
Bluefield-WV-VA,128326.9104123385,3522.1552380765306,28.64160474026381,2428.769079,94.15946619929774,0.027446739166081247
Blytheville-AR,61106.10795853774,4248.442318250905,76.28340416811591,2336.409933,29.577600670130348,0.0695256572572679
Bogalusa-LA,36497.63547440494,2336.231106086149,18.3505510464168,1734.352072,32.8567658896884,0.06401047836987964
Boise-City-ID,1688136.7970152989,18536.080244212964,317.37626457779703,30475.337413,50.669621112752466,0.010980200346906471
Bonham-TX,33467.93415427492,2943.7561641222974,86.90394337590298,2307.251052,23.41002291587643,0.08795751033071417
Boone-NC,143053.59869942762,7758.482225371113,80.10341726669625,809.214848,201.53868951252858,0.05423479238486403
Borger-TX,47133.423636448104,5663.2172966752,286.46212764633475,2298.408153,12.842149015819297,0.12015289490441035
Boston-Cambridge-Newton-MA-NH,6004535.485929766,85486.66672105854,17.839768834122538,9028.977559,1551.946276135384,0.014237015822685484
Boulder-CO,1051515.9063675757,31681.360492342246,14.920756239529512,1881.325109,380.6179998206785,0.03012922610156643
Bowling-Green-KY,331513.85270327015,9886.240525781071,138.4344844449743,4182.926393,96.13035521564818,0.02982150050492762
Bozeman-MT,341266.1724579018,19032.353312810137,37.68734018383501,6747.831014,42.81523935625931,0.05576982088711985
Bradford-PA,41145.98135070977,4767.038028591632,17.37724470089992,2537.395883,33.58190993013446,0.11585670998972054
Brainerd-MN,100768.6985180547,4044.9680045451337,91.48919919591023,7821.324097,28.338219622559134,0.04014111588253169
Branson-MO,19998.508256435995,360.5615400650456,6.061150505985926,1637.45107,17.85201435057232,0.01802942176694646
Brattleboro-VT,60720.0891255094,5158.5401219038195,18.42801629031178,2035.623287,75.26387666049528,0.0849560696665157
Breckenridge-CO,92297.93263377932,6117.910755521789,72.61683879526565,2551.779091,53.031824140767675,0.06628437475188635
Bremerton-Silverdale-Port-Orchard-WA,343470.34550270165,9649.416922469567,18.19399576504669,1023.308791,488.97263895390495,0.028093886557649463
Brenham-TX,79298.27120042943,6513.3529193147315,108.77195472059088,1564.855487,47.83796371095831,0.08213738863047823
Brevard-NC,54376.17209980844,3182.011839564372,9.962426190714787,979.943598,58.75981037839282,0.058518496552565934
Bridgeport-Stamford-Danbury-CT,555837.682490984,10732.76882814616,21.84780570979725,12541.690473,763.2777671087083,0.019309178140005382
Brigham-City-UT-ID,89201.45847505303,7407.00993084794,662.8529722044079,17986.297414,5.783219169890682,0.08303687022022693
Brookhaven-MS,65841.63130885368,4041.538709791926,171.39978528167958,1518.269755,39.753014773056584,0.06138272441692165
Brookings-OR,25132.629660432158,4412.071737006547,511.4794330388001,4217.489863,10.43220053377992,0.17555153585670114
Brookings-SD,103885.02281386997,13906.034826865001,534.7518677244989,2051.833296,47.14924949731394,0.13385986208791945
Brownsville-Harlingen-TX,712272.2560861898,13833.58485201201,85.06177604100911,2309.530382,310.4305557475017,0.01942176567149353
Brownwood-TX,83470.15152284167,5610.509586288824,189.66998884757535,2446.120247,28.839056496309684,0.06721575897407475
Brunswick-St.-Simons-GA,196843.34312391886,5446.961358584672,41.885193077157176,3352.025011,65.39163618430412,0.027671554811765437
Bucyrus-OH,82129.28174194417,6948.4629454170035,72.69036384749795,1040.619651,76.22160500599657,0.08460396582122257
Buffalo-Cheektowaga-NY,2489805.2164638843,40538.87765207963,25.331016760150543,4053.548068,797.1317585964297,0.01628194743268089
Burley-ID,85666.54455821755,6936.118497987484,432.4356212096499,8605.508859,10.958584965184567,0.08096647919858393
Burlington-IA-IL,130591.2057319767,7869.274507930334,211.05364215228167,2058.838029,50.565609598034094,0.060258839512371966
Burlington-NC,422875.5938333073,7586.909060197595,44.49953951280999,1096.736059,348.5400127616302,0.017941231820506214
Burlington-South-Burlington-VT,481229.4514715023,30662.310116694298,65.21171299527299,3236.384145,229.4219001001811,0.06371661173881847
Butte-Silver-Bow-MT,119774.76914526337,16947.97673193491,56.619670784315375,1859.568271,43.46788513257011,0.141498721749823
Cadillac-MI,131739.56492084506,6376.545984429537,9.437567376360768,2925.942347,423.5851746261356,0.048402664668437664
Calhoun-GA,128459.56285426307,2967.836887171203,67.08735529015277,923.1826,116.39983249251014,0.023103277180992775
Cambridge-MD,54828.786273268895,5540.95575502084,57.581514756431325,1400.573746,42.96260741132013,0.10105924518198327
Cambridge-OH,86191.21351339127,5164.8421754746905,57.68645460719516,1352.631217,55.42752455934188,0.05992307063494639
Camden-AR,38396.8486416842,2643.133870297408,89.87420732836452,3525.806335,13.310458811686264,0.06883726044714987
Campbellsville-KY,72562.03141198264,4667.729113696056,52.84390447194027,1430.763088,47.900173393346584,0.06432743161770473
Cañon-City-CO,69588.73950531744,5901.014620022326,14.298597892168782,3972.61367,15.445498882351679,0.08479841224270797
Canton-IL,38456.68683494025,5678.25984195783,201.11326599664957,2242.109784,25.485549551484407,0.14765338122676713
Canton-Massillon-OH,862378.5431097298,11845.151938446104,31.918738789518162,2511.970922,325.86081822486955,0.013735443713305512
Cape-Coral-Fort-Myers-FL,1230696.2491714244,8059.1812844487995,8.991715487127044,2022.803065,630.0232197838794,0.006548473102014168
Cape-Girardeau-MO-IL,29145.17960107033,1155.5165502365505,7.874721726285585,3708.383562,14.640907309684597,0.03964691815431857
Carbondale-IL,157679.05298935456,12669.402030096078,82.25518741076223,1511.439594,70.2622191595174,0.08034930315665602
Carlsbad-Artesia-NM,95522.28467252766,9595.508236290207,232.51318318494978,10816.688004,11.522686052690922,0.10045308557250084
Carroll-IA,58510.47488797471,9942.81642520873,76.10497646122904,1474.87721,32.7768980849599,0.1699322462216456
Carson-City-NV,205578.8902322518,20402.965144580103,16.011356588752044,374.341372,369.46544075817513,0.09924640181455376
Casper-WY,267244.02960001526,14157.872390887225,919.2965955889056,13831.928341,11.49890283399929,0.05297731968821659
Cedar-City-UT,118253.69193057966,9242.55123893584,338.17394607865356,8537.474384,11.161193078198757,0.07815866961990194
Cedar-Rapids-IA,716681.1262024863,14651.440967210518,104.73023977731842,5202.714119,128.29488315769595,0.02044345864784361
Cedartown-GA,70870.53639950667,3104.8021720179736,41.778270113524506,803.767094,77.53788437624196,0.04380949164143177
Celina-OH,86851.16136925272,6046.532382385187,39.289686133657234,1197.732212,89.0278302041692,0.06961947643599152
Centralia-IL,64693.046004654505,5573.514189369337,120.00339567428422,1482.865616,45.74440142659562,0.08615321945063982
Centralia-WA,107498.74097151826,5132.635944016294,76.8946086036472,6223.175362,22.90785518764239,0.04774600983816344
Chambersburg-PA,255393.9380529804,6974.439729776397,35.5673627629519,2000.245527,172.96701596373575,0.027308556275637125
Champaign-Urbana-IL,524651.5975549658,48623.016536704774,298.6790163321323,4975.080228,97.30068216298923,0.09267677209657353
Charleston-Mattoon-IL,145154.28143583258,13583.059210057103,162.94946311307086,1316.418028,83.37526352989143,0.0935767038746403
Charleston-North-Charleston-SC,1385511.4648944833,13819.598375651027,44.5768736071036,6708.57,258.7529682182641,0.009974365947742979
Charleston-WV,528165.4196510605,11029.993906809026,46.803736687996654,4519.841481,114.50609544065114,0.02088359725272461
Charlotte-Concord-Gastonia-NC-SC,2816631.393416838,16941.286153737976,35.703759255179904,14497.255567,406.71625555264654,0.006014733128848148
Charlottesville-VA,492659.8400330082,21180.237462630652,54.3085524373572,4259.304628,122.9167072386258,0.04299160544770927
Chattanooga-TN-GA,966468.0531890002,8145.215750660279,63.065051631037214,5409.949984,203.1144840987129,0.008427816857250449
Cheyenne-WY,303068.7240754463,17375.043778742092,372.3615372820223,6956.355039,27.058912166601967,0.05733037558311931
Chico-CA,371761.42361452506,16630.32265916188,42.50073471030629,4238.488701,117.89643319848973,0.04473385779909661
Chillicothe-OH,149729.01006363938,6457.827120010687,40.94413606100843,1784.931094,78.24918310263914,0.043130099619745794
Cincinnati-OH-KY-IN,2912509.633492733,27174.99184619386,32.00339679973409,11357.791206,443.4749511277466,0.00933043844171088
Clarksburg-WV,189796.78025130363,4462.93520773918,27.93926455637165,2353.009814,95.65718708897829,0.02351428302329447
Clarksdale-MS,48314.07030008913,6015.1688813944575,224.76688370447292,1432.526489,23.605497182537615,0.1245013894303035
Clarksville-TN-KY,350471.6380850229,4797.4798213439635,58.77586735132567,5589.088418,86.9837733170032,0.01368863925068914
Clearlake-CA,67254.97047263524,3679.082080992063,82.98400237830049,3254.4527,37.642181740727096,0.05470349708188499
Cleveland-MS,68794.00077836665,5571.150034783191,169.6628112536412,2270.141682,19.2828052747062,0.08098307950909472
Cleveland-OH,3023527.0602581967,20358.708544594094,21.541926557138492,6995.15082,788.0384057251821,0.006733430241849909
Cleveland-TN,248758.43701464072,5580.314632262064,124.42229612799424,1977.111859,114.53970040650087,0.022432664794133732
Clewiston-FL,37939.13356020492,4039.2577754046706,20.17773464991805,5083.555751,12.716237052634618,0.10646679026011087
Clinton-IA,101185.65413302385,8825.650450289859,80.57389575897837,1799.934695,59.457934944689754,0.08722234911568794
Clovis-NM,125855.02451106612,11149.769580970451,654.4394527937235,9975.538516,12.615218697031393,0.08859216884098321
Cody-WY,52513.18843703983,7738.038282829588,1056.617064178888,17972.027721,3.9858273708479555,0.1473541887883466
Coeur-d'Alene-ID,407635.33755805553,11315.987930990537,61.710366524198335,3205.837532,102.68355670370885,0.027760075951165326
Coldwater-MI,134738.5837015603,10751.862509427607,9.516934262011567,1311.597696,750.9984220039374,0.07979794810106125
College-Station-Bryan-TX,699320.852629023,19618.10840978093,265.3526010192154,5439.946981,129.34302530107692,0.02805308655680539
Colorado-Springs-CO,1679919.3908167337,16157.654716798568,75.33313810129454,6950.375102,183.37437638916083,0.009618113110143416
Columbia-MO,69926.95634306705,1558.9665359551163,13.89245654542241,4439.509518,24.575935597757628,0.022294214098304323
Columbia-SC,1450500.2711281367,10639.486550295162,53.13601870071552,9590.883519,187.05214138468153,0.007335046233407614
Columbus-GA-AL,618576.558574518,7726.487406532009,67.91417134685821,7215.898005,78.62918788581186,0.012490753649535887
Columbus-IN,275327.9273365997,12347.898049454176,86.06844549313922,1053.968851,151.90667148093925,0.04484796790831307
Columbus-MS,125670.0871467594,5180.075617882144,41.63618045178218,3109.557144,43.38006788531942,0.041219638941069364
Columbus-NE,108931.33505941644,11859.417426095724,225.47626294757117,2811.941408,35.309946259022475,0.10887057814564581
Columbus-OH,3932864.969894616,41335.50909128663,54.35914540687216,12422.979449,399.23834860720456,0.010510279251309826
Concord-NH,314284.2795494942,9326.997354353378,24.768998715507088,2416.19773,200.01185912876426,0.029676945241177873
Connersville-IN,44700.62263604331,6611.442190698512,58.5766296817633,556.901577,64.18351370551066,0.1479049239320333
Cookeville-TN,208221.86319029622,4818.031290350606,82.51860005592432,3936.987772,63.348177450219424,0.023138930833345558
Coos-Bay-North-Bend-OR,94262.13078121853,7004.325107360269,72.15597371296519,4133.78814,33.781968323127465,0.07430688283099857
Corbin-KY,168277.64724658182,2513.544451248818,89.75369763025606,4474.005634,71.5699366953457,0.01493688848386175
Cordele-GA,56362.94820902736,5964.222817134039,54.681178787856794,706.23795,53.69125236048275,0.10581814838739718
Corinth-MS,92671.96990511671,4020.0962926512198,68.32721341743795,1036.110409,59.17178272455711,0.04337985149951212
Cornelia-GA,86559.26740787532,1769.7770130568044,18.81846684433616,717.083984,95.43610166588242,0.02044584093714022
Corning-NY,105557.77445073538,9107.03891302501,114.19509165806866,3601.398422,59.53567888801613,0.0862753971501676
Corpus-Christi-TX,862488.371809563,15460.260043326129,57.97158811174165,4622.017014,188.0916485955627,0.01792518084723784
Corsicana-TX,82330.7774795069,5671.04180210964,197.0356840332761,2615.116305,31.396959226255138,0.068881188490188
Cortland-NY,111415.08054459216,12961.838138235013,111.49293025821115,1291.817953,83.9393041010013,0.11633827373168965
Corvallis-OR,259085.92745969718,23560.869073829672,146.2129422937524,1748.781823,111.16904204007157,0.09093843615838512
Coshocton-OH,53368.128356347464,5005.82120712727,51.83192523037806,1460.721942,39.417289728095284,0.0937979532222417
Crawfordsville-IN,78819.947097257493,6293.376626236023,69.23395925110391,1307.030257,51.7922210579705,0.07984497399459684
Crescent-City-CA,59664.544488949396,5314.415707679081,316.72573344888076,2606.118035,20.773732913444192,0.08907158771091223
Crestview-Fort-Walton-Beach-Destin-FL,318217.33881472744,8104.43851161964,52.408479797091886,5097.500586,134.73359902817282,0.025468249284613016
Crossville-TN,103854.55528816587,2100.5095889078725,31.087220478901013,1764.575266,50.861474559510235,0.0202254930761542
Cullman-AL,139336.51589125977,3653.750117672558,29.932615818042077,1902.965973,74.84406028315253,0.026222488012575235
Cumberland-MD-WV,159679.55952849123,6592.719954920755,20.273465350543383,1942.699598,113.93346672221837,0.0412871877552019
Dallas-Fort-Worth-Arlington-TX,8456668.649368713,28295.19172073695,43.49726363635302,22468.86398,612.3933685409226,0.003345902848262735
Dalton-GA,294792.46592533024,4754.602392158504,26.418581591087445,1644.483809,167.7034449902571,0.01612864283092915
Danville-IL,132304.814260949,5768.902689525097,138.64651330045774,2326.634937,54.113990122722896,0.04360311997526339
Danville-KY,108312.75509133772,5304.384026818837,146.05018231724182,1329.164597,82.34661098184516,0.04897284740237444
Danville-VA,181218.74945777986,5190.165113064541,71.01627571738483,2620.550199,81.37581187392472,0.028640331801173476
Daphne-Fairhope-Foley-AL,242782.35356174794,3438.4641619328236,39.65975457784301,4117.656514,115.78481555686167,0.014162743343940371
Davenport-Moline-Rock-Island-IA-IL,893129.9669530657,13520.286145013433,64.92757749269578,5878.996902,135.7998844545062,0.015138094840931397
Dayton-Kettering-Beavercreek-OH,1743394.4608722911,12955.278744405534,25.37234786025013,3318.889605,544.4140706813296,0.007431065679722007
Decatur-AL,228905.0182722126,5761.2774266548495,62.33414435960838,3290.199884,78.26594403952632,0.025168855930469684
Decatur-IL,303341.93094912654,9776.124875151505,66.65508583300176,1503.684111,134.9624555552679,0.032228069639310956
Decatur-IN,65508.27748731061,5381.278308397484,62.78615631516049,877.815496,68.42827481824267,0.0821465395642539
Defiance-OH,70802.95443852918,4977.305685311259,65.98231621633724,1065.623072,64.0925499781221,0.0702979942684812
Del-Rio-TX,106897.94502829207,10240.149825646677,1033.3390279563127,8144.863966,7.508891524192707,0.095793701393759
Deltona-Daytona-Beach-Ormond-Beach-FL,630128.9100203688,6937.56882800544,18.12717128638597,4111.637369,289.90722989997226,0.011009761205498705
Deming-NM,43218.125528357865,6553.948282881733,88.29030447498096,7679.776933,4.854060257898379,0.15164813843167066
Denver-Aurora-Centennial-CO,6531789.642133666,51324.778464723764,87.46939016165427,21612.483485,295.7869975672534,0.007857690047709203
DeRidder-LA,37807.60845965122,2466.65300336791,50.21984799174856,2997.852789,14.434097684441035,0.06524223837115628
Des-Moines-West-Des-Moines-IA,1880267.6369759673,21918.999412421854,75.80373205744677,9356.047019,175.14889532643124,0.011657382694558398
Detroit-Lakes-MN,57737.092175204496,5988.341242133964,87.61294925539056,3405.929361,23.29910329575975,0.10371740273933798
Detroit-Warren-Dearborn-MI,9541093.91794908,54595.11061243034,1.8164004257391737,10080.965984,14038.049590149276,0.005722101792722517
Dickinson-ND,92108.85423955802,9855.13215888252,251.39009890411148,11633.949636,7.268606332825282,0.10699440613223948
Dixon-IL,61993.357477969636,5753.4435088608,172.56216457662111,1877.18907,34.04601114580323,0.0928074190997863
Dodge-City-KS,88105.78846466182,12613.322361730163,316.2881804627324,2844.508242,20.698621691671654,0.14316110872544108
Dothan-AL,268256.3214877782,4993.028345970355,83.4731754127973,4444.610312,71.73139546997479,0.018612900968292143
Douglas-GA,94058.55278867578,3472.1147981222775,140.07710397283802,2421.631743,37.18199526425683,0.036914397417140615
Dover-DE,402354.68150921573,8044.669179449713,51.804220409287524,1517.891096,282.4081392463745,0.019993974344412975
Dublin-GA,107902.48867708334,3475.333237174853,174.31504925348648,2875.805271,41.81207998071021,0.03220809158142202
DuBois-PA,85374.03404079449,5559.716050316383,83.05371414502798,2966.379119,60.556656042184066,0.06512186184923358
Dubuque-IA,328332.7469655438,18695.841178715305,70.07015379359493,1575.487976,174.04988433881897,0.056941749951847795
Duluth-MN-WI,349836.0868947853,24243.628097914396,154.13482065844426,21791.026273,28.698226148937835,0.06929996362898311
Dumas-TX,56388.86864803593,9686.697635095834,146.97770173966651,2330.207191,16.659891940055385,0.17178386208734886
